"Date","County","State","Vehicle Primary Use","Battery Electric Vehicles (BEVs)","Plug-In Hybrid Electric Vehicles (PHEVs)","Electric Vehicle (EV) Total","Non-Electric Vehicle Total","Total Vehicles","Percent Electric Vehicles"
"February 29, 2024","Grays Harbor","WA","Truck","18","0","18","20,741","20,759","0.09"
"August 31, 2018","Charleston","SC","Passenger","1","0","1","128","129","0.78"
"June 30, 2018","Okaloosa","FL","Passenger","1","0","1","173","174","0.57"
"September 30, 2025","Leavenworth","KS","Truck","1","0","1","19","20","5.00"
"August 31, 2021","Franklin","WA","Passenger","139","99","238","61,870","62,108","0.38"
"October 31, 2023","Arlington","VA","Passenger","4","0","4","129","133","3.01"
"March 31, 2025","Charleston","SC","Passenger","0","2","2","52","54","3.70"
"July 31, 2019","Fairfax","VA","Passenger","4","1","5","802","807","0.62"
"July 31, 2018","Ventura","CA","Passenger","0","2","2","338","340","0.59"
"July 31, 2024","Beaufort","SC","Passenger","2","0","2","37","39","5.13"
"March 31, 2024","Laramie","WY","Passenger","1","0","1","33","34","2.94"
"November 30, 2021","Norfolk","MA","Passenger","1","1","2","28","30","6.67"
"March 31, 2018","Wahkiakum","WA","Passenger","1","2","3","2,875","2,878","0.10"
"April 30, 2018","Okanogan","WA","Passenger","8","19","27","25,801","25,828","0.10"
"August 31, 2021","Clackamas","OR","Passenger","2","0","2","203","205","0.98"
"November 30, 2019","Suffolk","MA","Passenger","0","1","1","39","40","2.50"
"November 30, 2024","Polk","OR","Passenger","1","1","2","16","18","11.11"
"July 31, 2021","DuPage","IL","Passenger","3","1","4","60","64","6.25"
"September 30, 2025","Benton","AR","Passenger","1","0","1","12","13","7.69"
"December 31, 2020","Montgomery","AL","Passenger","1","0","1","34","35","2.86"
"August 31, 2024","Barnstable","MA","Passenger","1","0","1","12","13","7.69"
"April 30, 2023","Spokane","WA","Passenger","2,152","1,024","3,176","320,855","324,031","0.98"
"April 30, 2020","San Juan","WA","Truck","0","0","0","5,894","5,894","0.00"
"July 31, 2018","Morris","NJ","Passenger","1","0","1","15","16","6.25"
"January 31, 2018","Portsmouth","VA","Passenger","0","1","1","73","74","1.35"
"November 30, 2019","Ventura","CA","Passenger","0","2","2","328","330","0.61"
"June 30, 2018","Columbia","WA","Truck","0","0","0","1,527","1,527","0.00"
"March 31, 2024","McLennan","TX","Passenger","1","0","1","13","14","7.14"
"July 31, 2024","Montgomery","TX","Passenger","1","0","1","25","26","3.85"
"January 31, 2022","El Paso","TX","Passenger","1","0","1","395","396","0.25"
"January 31, 2019","Kootenai","ID","Passenger","1","2","3","229","232","1.29"
"December 31, 2021","Palm Beach","FL","Passenger","1","1","2","69","71","2.82"
"October 31, 2024","Sonoma","CA","Passenger","2","2","4","79","83","4.82"
"February 29, 2024","Asotin","WA","Truck","2","0","2","6,563","6,565","0.03"
"August 31, 2022","Deschutes","OR","Passenger","3","0","3","120","123","2.44"
"March 31, 2023","Virginia Beach","VA","Passenger","4","1","5","544","549","0.91"
"May 31, 2024","El Paso","TX","Passenger","3","2","5","339","344","1.45"
"July 31, 2019","Walla Walla","WA","Passenger","52","60","112","36,171","36,283","0.31"
"February 28, 2021","Okanogan","WA","Passenger","54","35","89","26,102","26,191","0.34"
"April 30, 2020","Mason","WA","Passenger","155","134","289","47,168","47,457","0.61"
"May 31, 2021","Clark","WA","Passenger","2,758","1,368","4,126","321,468","325,594","1.27"
"October 31, 2020","Prince George's","MD","Passenger","1","1","2","171","173","1.16"
"July 31, 2018","District of Columbia","DC","Passenger","0","3","3","181","184","1.63"
"August 31, 2019","RÃ­o Grande","PR","Passenger","1","0","1","0","1","100.00"
"January 31, 2024","Clallam","WA","Truck","28","0","28","21,504","21,532","0.13"
"August 31, 2017","Island","WA","Truck","0","0","0","20,504","20,504","0.00"
"December 31, 2019","Ferry","WA","Passenger","5","2","7","4,400","4,407","0.16"
"February 29, 2020","Loudoun","VA","Passenger","1","0","1","92","93","1.08"
"March 31, 2022","Mohave","AZ","Passenger","1","0","1","66","67","1.49"
"October 31, 2018","DuPage","IL","Passenger","1","0","1","60","61","1.64"
"August 31, 2024","Philadelphia","PA","Passenger","0","1","1","47","48","2.08"
"April 30, 2025","Los Angeles","CA","Passenger","16","4","20","549","569","3.51"
"June 30, 2025","Anchorage","AK","Passenger","1","1","2","80","82","2.44"
"January 31, 2021","Cascade","MT","Passenger","0","1","1","69","70","1.43"
"April 30, 2022","Benton","WA","Passenger","713","448","1,161","135,167","136,328","0.85"
"November 30, 2020","Garfield","WA","Passenger","0","1","1","1,362","1,363","0.07"
"January 31, 2025","Frederick","MD","Passenger","1","3","4","54","58","6.90"
"January 31, 2017","Walla Walla","WA","Truck","0","0","0","13,161","13,161","0.00"
"May 31, 2022","Adams","CO","Passenger","1","0","1","50","51","1.96"
"May 31, 2021","Botetourt","VA","Passenger","1","0","1","0","1","100.00"
"November 30, 2018","Skagit","WA","Passenger","250","184","434","91,133","91,567","0.47"
"February 28, 2017","Montgomery","TN","Passenger","1","0","1","293","294","0.34"
"July 31, 2018","Bexar","TX","Passenger","2","4","6","759","765","0.78"
"June 30, 2023","Island","WA","Passenger","1,068","435","1,503","60,386","61,889","2.43"
"October 31, 2020","Portsmouth","VA","Passenger","0","1","1","70","71","1.41"
"June 30, 2024","Contra Costa","CA","Passenger","5","1","6","159","165","3.64"
"April 30, 2020","San Diego","CA","Passenger","14","5","19","2,776","2,795","0.68"
"November 30, 2018","Klickitat","WA","Passenger","22","32","54","15,411","15,465","0.35"
"April 30, 2025","Whatcom","WA","Passenger","4,299","1,464","5,763","147,671","153,434","3.76"
"May 31, 2018","Allegheny","PA","Passenger","1","0","1","79","80","1.25"
"October 31, 2018","Clark","WA","Truck","0","0","0","79,526","79,526","0.00"
"April 30, 2024","Skamania","WA","Passenger","146","52","198","7,945","8,143","2.43"
"February 28, 2022","Multnomah","OR","Passenger","2","4","6","710","716","0.84"
"April 30, 2019","Flathead","MT","Passenger","1","0","1","71","72","1.39"
"December 31, 2018","Asotin","WA","Truck","0","0","0","6,626","6,626","0.00"
"January 31, 2025","Alexandria","VA","Passenger","6","0","6","93","99","6.06"
"December 31, 2023","Santa Clara","CA","Passenger","28","7","35","252","287","12.20"
"March 31, 2023","Middlesex","MA","Passenger","2","0","2","100","102","1.96"
"December 31, 2021","Duval","FL","Passenger","0","2","2","358","360","0.56"
"July 31, 2017","Eagle","CO","Passenger","1","0","1","7","8","12.50"
"August 31, 2022","Isle of Wight","VA","Passenger","0","1","1","20","21","4.76"
"July 31, 2019","Whatcom","WA","Truck","2","0","2","42,898","42,900","0.00"
"July 31, 2021","Adams","WA","Truck","0","0","0","5,389","5,389","0.00"
"September 30, 2022","Chesapeake","VA","Passenger","3","1","4","373","377","1.06"
"March 31, 2022","Forsyth","GA","Passenger","1","0","1","17","18","5.56"
"July 31, 2022","Williamson","TX","Passenger","1","2","3","125","128","2.34"
"April 30, 2024","Grant","WA","Truck","26","0","26","28,047","28,073","0.09"
"February 28, 2018","Skagit","WA","Truck","1","0","1","31,800","31,801","0.00"
"August 31, 2024","Cowlitz","WA","Truck","25","0","25","27,880","27,905","0.09"
"September 30, 2017","Sacramento","CA","Passenger","1","1","2","349","351","0.57"
"November 30, 2021","Fresno","CA","Passenger","2","0","2","187","189","1.06"
"August 31, 2019","Skamania","WA","Passenger","25","18","43","8,743","8,786","0.49"
"February 28, 2021","Harris","TX","Passenger","1","1","2","272","274","0.73"
"November 30, 2020","Middlesex","MA","Passenger","1","0","1","105","106","0.94"
"August 31, 2021","Pinellas","FL","Passenger","0","1","1","107","108","0.93"
"October 31, 2022","Essex","NJ","Passenger","2","0","2","12","14","14.29"
"June 30, 2019","Asotin","WA","Truck","0","0","0","6,660","6,660","0.00"
"October 31, 2020","Thurston","WA","Passenger","1,254","760","2,014","196,830","198,844","1.01"
"September 30, 2025","Talladega","AL","Passenger","0","1","1","1","2","50.00"
"February 28, 2025","San Bernardino","CA","Passenger","5","1","6","318","324","1.85"
"December 31, 2019","Mason","WA","Truck","0","0","0","20,515","20,515","0.00"
"January 31, 2025","Hartford","CT","Passenger","2","0","2","22","24","8.33"
"June 30, 2024","Milwaukee","WI","Passenger","1","0","1","44","45","2.22"
"April 30, 2018","Spokane","WA","Truck","1","0","1","92,015","92,016","0.00"
"June 30, 2021","Richmond","NY","Passenger","1","0","1","8","9","11.11"
"July 31, 2020","Clark","NV","Passenger","3","3","6","783","789","0.76"
"April 30, 2021","Suffolk","VA","Passenger","1","0","1","129","130","0.77"
"February 28, 2025","Walla Walla","WA","Passenger","401","200","601","35,321","35,922","1.67"
"May 31, 2020","Orange","CA","Passenger","9","2","11","550","561","1.96"
"June 30, 2017","Volusia","FL","Passenger","0","1","1","48","49","2.04"
"September 30, 2018","Lee","FL","Passenger","1","0","1","60","61","1.64"
"March 31, 2025","Kauai","HI","Passenger","0","1","1","13","14","7.14"
"July 31, 2017","Franklin","WA","Truck","0","0","0","18,169","18,169","0.00"
"July 31, 2019","Kootenai","ID","Passenger","1","2","3","241","244","1.23"
"May 31, 2024","Denver","CO","Passenger","2","0","2","86","88","2.27"
"July 31, 2025","Prince George","VA","Passenger","1","0","1","53","54","1.85"
"October 31, 2024","Liberty","GA","Passenger","0","1","1","94","95","1.05"
"March 31, 2024","Lincoln","OR","Passenger","1","0","1","30","31","3.23"
"May 31, 2018","Skamania","WA","Truck","0","0","0","3,920","3,920","0.00"
"June 30, 2025","Chesapeake","VA","Passenger","2","0","2","249","251","0.80"
"July 31, 2022","Skamania","WA","Truck","0","0","0","3,942","3,942","0.00"
"March 31, 2023","Clark","WA","Passenger","5,280","2,151","7,431","312,854","320,285","2.32"
"December 31, 2018","Volusia","FL","Passenger","0","1","1","38","39","2.56"
"August 31, 2023","Clallam","WA","Truck","17","0","17","21,639","21,656","0.08"
"March 31, 2017","Pima","AZ","Passenger","0","2","2","475","477","0.42"
"October 31, 2021","Garfield","WA","Passenger","0","3","3","1,347","1,350","0.22"
"April 30, 2020","Hudson","NJ","Passenger","1","0","1","48","49","2.04"
"September 30, 2018","Pend Oreille","WA","Passenger","5","5","10","9,582","9,592","0.10"
"July 31, 2025","San Juan","WA","Truck","54","0","54","5,810","5,864","0.92"
"April 30, 2024","Adams","WA","Truck","4","0","4","5,409","5,413","0.07"
"August 31, 2024","San Mateo","CA","Passenger","6","1","7","85","92","7.61"
"October 31, 2020","Cowlitz","WA","Passenger","160","122","282","72,045","72,327","0.39"
"August 31, 2021","Harford","MD","Passenger","0","1","1","63","64","1.56"
"May 31, 2023","La Plata","CO","Passenger","1","0","1","9","10","10.00"
"December 31, 2021","Douglas","CO","Passenger","1","1","2","96","98","2.04"
"April 30, 2022","Whitman","WA","Passenger","83","56","139","21,940","22,079","0.63"
"May 31, 2024","DuPage","IL","Passenger","9","1","10","38","48","20.83"
"June 30, 2023","Clackamas","OR","Passenger","2","1","3","154","157","1.91"
"April 30, 2023","Asotin","WA","Passenger","34","20","54","12,276","12,330","0.44"
"October 31, 2018","Franklin","WA","Passenger","35","66","101","58,709","58,810","0.17"
"December 31, 2020","Polk","FL","Passenger","1","0","1","77","78","1.28"
"July 31, 2020","Bucks","PA","Passenger","1","0","1","26","27","3.70"
"November 30, 2017","Nassau","NY","Passenger","1","1","2","40","42","4.76"
"April 30, 2017","Franklin","MA","Passenger","0","1","1","4","5","20.00"
"September 30, 2017","Norfolk","VA","Passenger","1","1","2","307","309","0.65"
"September 30, 2024","Clark","WA","Passenger","9,173","3,207","12,380","314,024","326,404","3.79"
"May 31, 2025","Greene","OH","Passenger","2","0","2","22","24","8.33"
"February 28, 2017","Ferry","WA","Passenger","2","1","3","4,395","4,398","0.07"
